Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
85152,+,293+200=,493,228+216=,444,22741,14870
85153,+,293+201=,494,11+119=,130,22054,5894
85154,+,293+202=,495,262+163=,425,21038,17837
85155,+,293+203=,496,260+164=,424,19447,18517
85156,+,293+204=,497,272+178=,450,22640,10617
85157,+,293+205=,498,204+143=,347,21962,17678
85158,+,293+206=,499,42+237=,279,18162,17267
85159,+,293+207=,500,274+10=,284,2636,17058
85160,+,293+208=,501,264+22=,286,14408,17361
85161,+,293+209=,502,199+107=,306,17824,12879
85162,+,293+210=,503,39+279=,318,17735,17592
85163,+,293+211=,504,169+76=,245,18048,13078
85164,+,293+212=,505,273+64=,337,17786,17609
85165,+,293+213=,506,275+159=,434,19673,20165
85166,+,293+214=,507,171+283=,454,20068,20555
85167,+,293+215=,508,45+46=,91,19869,5925
85168,+,293+216=,509,250+52=,302,12448,13121
85169,+,293+217=,510,176+217=,393,15633,18252
85170,+,293+218=,511,202+26=,228,18625,14261
85171,+,293+219=,512,59+215=,274,8358,16590
85172,+,293+220=,513,87+227=,314,21164,16104
85173,+,293+221=,514,134+208=,342,20998,17590
85174,+,293+222=,515,135+72=,207,19633,12060
85175,+,293+223=,516,89+287=,376,20571,18322
85176,+,293+224=,517,85+152=,237,22507,14590
85177,+,293+225=,518,28+121=,149,21312,10161
85178,+,293+226=,519,292+230=,522,21851,20936
85179,+,293+227=,520,192+105=,297,15830,18163
85180,+,293+228=,521,221+254=,475,20767,19799
85181,+,293+229=,522,133+197=,330,20936,10568
85182,+,293+230=,523,214+256=,470,21123,17711
85183,+,293+231=,524,232+240=,472,21177,21757
85184,+,293+232=,525,70+1=,71,18415,6028
85185,+,293+233=,526,133+283=,416,22593,17763
85186,+,293+234=,527,189+90=,279,22369,17267
85187,+,293+235=,528,78+0=,78,21458,2495
85188,+,293+236=,529,190+213=,403,21618,13074
85189,+,293+237=,530,222+223=,445,17252,19697
85190,+,293+238=,531,57+195=,252,20823,12326
85191,+,293+239=,532,239+13=,252,20711,12326
85192,+,293+240=,533,66+225=,291,21876,17335
85193,+,293+241=,534,54+139=,193,22467,7285
85194,+,293+242=,535,153+276=,429,20618,16371
85195,+,293+243=,536,186+7=,193,21600,7285
85196,+,293+244=,537,86+168=,254,19038,12375
85197,+,293+245=,538,33+164=,197,22600,4468
85198,+,293+246=,539,5+61=,66,23033,2287
85199,+,293+247=,540,70+77=,147,17048,10288
85200,+,293+248=,541,162+255=,417,22058,19561
85201,+,293+249=,542,261+3=,264,21791,12815
85202,+,293+250=,543,20+297=,317,19642,16718
85203,+,293+251=,544,243+88=,331,21239,16707
85204,+,293+252=,545,271+93=,364,20749,15951
85205,+,293+253=,546,209+113=,322,22048,15805
85206,+,293+254=,547,143+208=,351,23215,18113
85207,+,293+255=,548,94+189=,283,22287,16085
85208,+,293+256=,549,291+145=,436,22782,21299
85209,+,293+257=,550,154+134=,288,13506,15287
85210,+,293+258=,551,151+169=,320,21860,9588
85211,+,293+259=,552,79+283=,362,21478,18509
85212,+,293+260=,553,274+229=,503,22663,17735
85213,+,293+261=,554,69+223=,292,22303,16443
85214,+,293+262=,555,41+272=,313,14148,15231
85215,+,293+263=,556,215+130=,345,20866,12901
85216,+,293+264=,557,92+235=,327,23906,13817
85217,+,293+265=,558,35+286=,321,22895,14423
85218,+,293+266=,559,12+255=,267,22424,16567
85219,+,293+267=,560,223+201=,424,17698,18517
85220,+,293+268=,561,182+227=,409,20460,12378
85221,+,293+269=,562,286+64=,350,19242,8652
85222,+,293+270=,563,75+255=,330,21789,10568
85223,+,293+271=,564,153+12=,165,22210,10680
85224,+,293+272=,565,196+116=,312,20943,13384
85225,+,293+273=,566,112+193=,305,23477,13364
85226,+,293+274=,567,262+227=,489,19282,22418
85227,+,293+275=,568,44+113=,157,22049,10895
85228,+,293+276=,569,1+59=,60,23642,1399
85229,+,293+277=,570,62+47=,109,18712,7743
85230,+,293+278=,571,218+105=,323,22005,15726
85231,+,293+279=,572,136+152=,288,22468,15287
85232,+,293+280=,573,124+64=,188,22529,9367
85233,+,293+281=,574,208+174=,382,23402,18781
85234,+,293+282=,575,218+293=,511,21228,18625
85235,+,293+283=,576,283+185=,468,20758,20304
85236,+,293+284=,577,286+29=,315,23411,15189
85237,+,293+285=,578,44+249=,293,22915,17313
85238,+,293+286=,579,134+158=,292,24847,16443
85239,+,293+287=,580,188+184=,372,18216,17662
85240,+,293+288=,581,172+166=,338,23864,18633
85241,+,293+289=,582,218+73=,291,23670,17335
85242,+,293+290=,583,12+266=,278,23493,16949
85243,+,293+291=,584,185+38=,223,23816,12533
85244,+,293+292=,585,130+122=,252,21535,12326
85245,+,293+293=,586,265+239=,504,22345,18048
85246,+,293+294=,587,198+283=,481,22159,21235
85247,+,293+295=,588,237+159=,396,20691,19615
85248,+,293+296=,589,114+58=,172,22905,10861
85249,+,293+297=,590,32+188=,220,20615,8610
85250,+,293+298=,591,291+210=,501,24380,14408
85251,+,293+299=,592,287+289=,576,20128,20758
85252,+,294+0=,294,152+256=,408,17168,18058
85253,+,294+1=,295,201+47=,248,16780,14185
85254,+,294+2=,296,188+149=,337,17408,17609
85255,+,294+3=,297,71+296=,367,18163,18775
85256,+,294+4=,298,206+123=,329,17690,18196
85257,+,294+5=,299,18+25=,43,15531,3391
85258,+,294+6=,300,186+200=,386,3101,16481
85259,+,294+7=,301,177+84=,261,12405,15602
85260,+,294+8=,302,204+242=,446,13121,20385
85261,+,294+9=,303,86+122=,208,13236,12171
85262,+,294+10=,304,199+222=,421,12166,18245
85263,+,294+11=,305,85+99=,184,13364,10336
85264,+,294+12=,306,205+72=,277,12879,16367
85265,+,294+13=,307,165+137=,302,14777,13121
85266,+,294+14=,308,260+165=,425,14498,17837
85267,+,294+15=,309,234+281=,515,15500,19633
85268,+,294+16=,310,111+292=,403,12226,13074
85269,+,294+17=,311,80+126=,206,15134,11056
85270,+,294+18=,312,9+175=,184,13384,10336
85271,+,294+19=,313,19+202=,221,15231,12425
85272,+,294+20=,314,58+275=,333,16104,8765
85273,+,294+21=,315,171+241=,412,15189,17574
85274,+,294+22=,316,224+14=,238,15340,13895
85275,+,294+23=,317,251+196=,447,16718,20800
85276,+,294+24=,318,18+18=,36,17592,1927
85277,+,294+25=,319,225+229=,454,16874,20555
85278,+,294+26=,320,140+169=,309,9588,15500
85279,+,294+27=,321,230+118=,348,14423,19746
85280,+,294+28=,322,264+264=,528,15805,21458
85281,+,294+29=,323,218+51=,269,15726,16955
85282,+,294+30=,324,238+248=,486,16723,21511
85283,+,294+31=,325,67+25=,92,15257,6083
85284,+,294+32=,326,88+117=,205,17470,10866
85285,+,294+33=,327,86+76=,162,13817,10674
85286,+,294+34=,328,101+244=,345,16884,12901
85287,+,294+35=,329,234+130=,364,18196,15951
85288,+,294+36=,330,273+48=,321,10568,14423
85289,+,294+37=,331,109+204=,313,16707,15231
85290,+,294+38=,332,297+90=,387,17079,20062
85291,+,294+39=,333,283+34=,317,8765,16718
85292,+,294+40=,334,265+33=,298,17153,17690
85293,+,294+41=,335,8+100=,108,16596,6640
85294,+,294+42=,336,150+232=,382,17014,18781
85295,+,294+43=,337,26+107=,133,17609,9423
85296,+,294+44=,338,237+259=,496,18633,19447
85297,+,294+45=,339,298+202=,500,17887,2636
85298,+,294+46=,340,169+72=,241,13679,13341
85299,+,294+47=,341,78+85=,163,16546,9892
85300,+,294+48=,342,246+168=,414,17590,17448
85301,+,294+49=,343,115+250=,365,16522,12676
85302,+,294+50=,344,13+157=,170,17451,8258
85303,+,294+51=,345,114+109=,223,12901,12533
85304,+,294+52=,346,291+135=,426,18061,20363
85305,+,294+53=,347,125+106=,231,17678,12245
85306,+,294+54=,348,195+223=,418,19746,19770
85307,+,294+55=,349,209+1=,210,18634,8848
85308,+,294+56=,350,243+17=,260,8652,11387
85309,+,294+57=,351,102+30=,132,18113,9413
85310,+,294+58=,352,6+197=,203,16482,9639
85311,+,294+59=,353,241+200=,441,17228,18495
85312,+,294+60=,354,23+48=,71,18384,6028
85313,+,294+61=,355,185+107=,292,17306,16443
85314,+,294+62=,356,222+269=,491,18349,21824
85315,+,294+63=,357,120+82=,202,18520,2366
85316,+,294+64=,358,225+169=,394,17112,20077
85317,+,294+65=,359,88+60=,148,19192,10410
85318,+,294+66=,360,152+130=,282,6843,16544
85319,+,294+67=,361,224+282=,506,18277,19673
85320,+,294+68=,362,59+91=,150,18509,3965
85321,+,294+69=,363,63+126=,189,18199,9378
85322,+,294+70=,364,270+266=,536,15951,21600
85323,+,294+71=,365,76+277=,353,12676,17228
85324,+,294+72=,366,24+266=,290,18044,13754
85325,+,294+73=,367,151+199=,350,18775,8652
85326,+,294+74=,368,42+202=,244,19057,13719
85327,+,294+75=,369,220+118=,338,19929,18633
85328,+,294+76=,370,299+51=,350,14648,8652
85329,+,294+77=,371,274+226=,500,18650,2636
85330,+,294+78=,372,10+84=,94,17662,6281
85331,+,294+79=,373,276+224=,500,18017,2636
85332,+,294+80=,374,82+155=,237,18265,14590
85333,+,294+81=,375,81+160=,241,12935,13341
85334,+,294+82=,376,33+119=,152,18322,9756
85335,+,294+83=,377,114+79=,193,10898,7285
85336,+,294+84=,378,201+210=,411,19166,17337
85337,+,294+85=,379,13+268=,281,19867,15282
85338,+,294+86=,380,294+165=,459,13897,22094
85339,+,294+87=,381,228+5=,233,19162,12994
85340,+,294+88=,382,103+128=,231,18781,12245
85341,+,294+89=,383,3+26=,29,19230,1682
85342,+,294+90=,384,20+192=,212,12910,11227
85343,+,294+92=,386,261+290=,551,16481,21860
85344,+,294+93=,387,282+266=,548,20062,22287
85345,+,294+94=,388,185+29=,214,19081,11584
85346,+,294+95=,389,185+204=,389,20422,20422
85347,+,294+96=,390,284+266=,550,15515,13506
85348,+,294+97=,391,127+274=,401,19631,10841
85349,+,294+98=,392,185+281=,466,19695,21404
85350,+,294+99=,393,98+203=,301,18252,12405
85351,+,294+100=,394,22+254=,276,20077,16660
85352,+,294+101=,395,254+235=,489,19498,22418
85353,+,294+102=,396,64+217=,281,19615,15282
85354,+,294+103=,397,249+198=,447,20698,20800
85355,+,294+104=,398,221+194=,415,19838,18136
85356,+,294+105=,399,1+30=,31,18572,2148
85357,+,294+106=,400,287+245=,532,3443,20711
85358,+,294+107=,401,6+95=,101,10841,4645
85359,+,294+108=,402,53+247=,300,16496,3101
85360,+,294+109=,403,11+206=,217,13074,13460
85361,+,294+110=,404,73+50=,123,7507,4513
85362,+,294+111=,405,254+220=,474,16408,21358
85363,+,294+112=,406,184+194=,378,17264,19166
85364,+,294+113=,407,142+43=,185,18501,9741
85365,+,294+114=,408,157+84=,241,18058,13341
85366,+,294+115=,409,225+251=,476,12378,22191
85367,+,294+116=,410,261+266=,527,14487,22369
85368,+,294+117=,411,180+27=,207,17337,12060
85369,+,294+118=,412,29+103=,132,17574,9413
85370,+,294+119=,413,236+79=,315,19288,15189
85371,+,294+120=,414,81+225=,306,17448,12879
85372,+,294+121=,415,4+91=,95,18136,2721
85373,+,294+122=,416,15+93=,108,17763,6640
85374,+,294+123=,417,190+239=,429,19561,16371
85375,+,294+124=,418,23+3=,26,19770,1627
85376,+,294+125=,419,56+266=,322,19391,15805
85377,+,294+126=,420,167+29=,196,12819,5162
85378,+,294+127=,421,113+27=,140,18245,6860
85379,+,294+128=,422,18+102=,120,16460,4364
85380,+,294+129=,423,193+124=,317,19711,16718
85381,+,294+130=,424,165+257=,422,18517,16460
85382,+,294+131=,425,102+186=,288,17837,15287
85383,+,294+132=,426,278+36=,314,20363,16104
85384,+,294+133=,427,212+145=,357,20465,18520
85385,+,294+134=,428,252+226=,478,19140,22086
85386,+,294+135=,429,32+256=,288,16371,15287
85387,+,294+136=,430,208+145=,353,14245,17228
85388,+,294+137=,431,281+103=,384,19852,12910
85389,+,294+138=,432,118+131=,249,16739,14735
85390,+,294+139=,433,298+87=,385,20153,18695
85391,+,294+140=,434,202+227=,429,20165,16371
85392,+,294+141=,435,260+123=,383,19305,19230
85393,+,294+142=,436,58+244=,302,21299,13121
85394,+,294+143=,437,79+261=,340,18318,13679
85395,+,294+144=,438,2+200=,202,20596,2366
85396,+,294+145=,439,210+106=,316,20963,15340
85397,+,294+146=,440,187+258=,445,14868,19697
85398,+,294+147=,441,73+203=,276,18495,16660
85399,+,294+148=,442,171+234=,405,20502,16408
85400,+,294+149=,443,207+27=,234,17147,11727
85401,+,294+150=,444,130+206=,336,14870,17014
85402,+,294+151=,445,208+209=,417,19697,19561
85403,+,294+152=,446,175+71=,246,20385,14205
85404,+,294+153=,447,169+279=,448,20800,19956
85405,+,294+154=,448,124+17=,141,19956,9335
85406,+,294+155=,449,81+36=,117,21125,8546
85407,+,294+156=,450,32+202=,234,10617,11727
85408,+,294+157=,451,280+137=,417,20360,19561
85409,+,294+158=,452,42+192=,234,21098,11727
85410,+,294+159=,453,30+102=,132,20235,9413
85411,+,294+160=,454,171+107=,278,20555,16949
85412,+,294+161=,455,46+117=,163,20325,9892
85413,+,294+162=,456,190+187=,377,10961,10898
85414,+,294+163=,457,218+156=,374,21675,18265
85415,+,294+164=,458,107+74=,181,21209,10562
85416,+,294+165=,459,149+32=,181,22094,10562
85417,+,294+166=,460,135+229=,364,16551,15951
85418,+,294+167=,461,210+223=,433,19608,20153
85419,+,294+168=,462,63+47=,110,20911,5120
85420,+,294+169=,463,289+212=,501,21290,14408
85421,+,294+170=,464,154+52=,206,21033,11056
85422,+,294+171=,465,78+196=,274,19988,16590
85423,+,294+172=,466,260+44=,304,21404,12166
85424,+,294+173=,467,149+284=,433,20419,20153
85425,+,294+174=,468,271+221=,492,20304,21776
85426,+,294+175=,469,100+66=,166,21330,11247
85427,+,294+176=,470,292+211=,503,17711,17735
85428,+,294+177=,471,290+246=,536,20617,21600
85429,+,294+178=,472,290+185=,475,21757,19799
85430,+,294+179=,473,183+40=,223,21505,12533
85431,+,294+180=,474,194+255=,449,21358,21125
85432,+,294+181=,475,143+129=,272,19799,15741
85433,+,294+182=,476,36+134=,170,22191,8258
85434,+,294+183=,477,266+289=,555,21144,14148
85435,+,294+184=,478,285+14=,299,22086,15531
85436,+,294+185=,479,55+162=,217,21848,13460
85437,+,294+186=,480,82+264=,346,11738,18061
85438,+,294+187=,481,42+252=,294,21235,17168
85439,+,294+188=,482,183+45=,228,21984,14261
85440,+,294+189=,483,140+71=,211,21884,11483
85441,+,294+190=,484,27+287=,314,20339,16104
85442,+,294+191=,485,16+226=,242,19773,12754
85443,+,294+192=,486,180+66=,246,21511,14205
85444,+,294+193=,487,120+37=,157,22184,10895
85445,+,294+194=,488,294+195=,489,21310,22418
85446,+,294+195=,489,265+101=,366,22418,18044
85447,+,294+196=,490,15+179=,194,18518,6393
85448,+,294+197=,491,20+9=,29,21824,1682
85449,+,294+198=,492,189+68=,257,21776,15574
85450,+,294+199=,493,86+230=,316,22741,15340
85451,+,294+200=,494,41+53=,94,22054,6281
85452,+,294+201=,495,261+280=,541,21038,22058
85453,+,294+202=,496,21+30=,51,19447,3971
85454,+,294+203=,497,151+253=,404,22640,7507
85455,+,294+204=,498,43+298=,341,21962,16546
85456,+,294+205=,499,160+146=,306,18162,12879
85457,+,294+206=,500,225+188=,413,2636,19288
85458,+,294+207=,501,139+89=,228,14408,14261
85459,+,294+208=,502,298+75=,373,17824,18017
85460,+,294+209=,503,44+81=,125,17735,6549
85461,+,294+210=,504,27+186=,213,18048,11702
85462,+,294+211=,505,166+11=,177,17786,11242
85463,+,294+212=,506,157+121=,278,19673,16949
85464,+,294+213=,507,279+191=,470,20068,17711
85465,+,294+214=,508,142+21=,163,19869,9892
85466,+,294+215=,509,154+158=,312,12448,13384
85467,+,294+216=,510,19+83=,102,15633,4278
85468,+,294+217=,511,31+79=,110,18625,5120
85469,+,294+218=,512,74+85=,159,8358,11068
85470,+,294+219=,513,286+219=,505,21164,17786
85471,+,294+220=,514,18+194=,212,20998,11227
85472,+,294+221=,515,223+192=,415,19633,18136
85473,+,294+222=,516,165+156=,321,20571,14423
85474,+,294+223=,517,63+194=,257,22507,15574
85475,+,294+224=,518,56+63=,119,21312,9079
85476,+,294+225=,519,138+113=,251,21851,13860
85477,+,294+226=,520,115+100=,215,15830,12112
85478,+,294+227=,521,152+255=,407,20767,18501
85479,+,294+228=,522,22+55=,77,20936,2813
85480,+,294+229=,523,101+4=,105,21123,6550
85481,+,294+230=,524,251+242=,493,21177,22741
85482,+,294+231=,525,175+201=,376,18415,18322
85483,+,294+232=,526,56+280=,336,22593,17014
85484,+,294+233=,527,0+225=,225,22369,11057
85485,+,294+234=,528,154+223=,377,21458,10898
85486,+,294+235=,529,264+173=,437,21618,18318
85487,+,294+236=,530,45+196=,241,17252,13341
85488,+,294+237=,531,269+287=,556,20823,20866
85489,+,294+238=,532,157+222=,379,20711,19867
85490,+,294+239=,533,226+251=,477,21876,21144
85491,+,294+240=,534,87+120=,207,22467,12060
85492,+,294+241=,535,35+117=,152,20618,9756
85493,+,294+242=,536,5+204=,209,21600,12652
85494,+,294+243=,537,183+251=,434,19038,20165
85495,+,294+244=,538,185+87=,272,22600,15741
85496,+,294+245=,539,173+69=,242,23033,12754
85497,+,294+246=,540,74+205=,279,17048,17267
85498,+,294+247=,541,241+207=,448,22058,19956
85499,+,294+248=,542,264+154=,418,21791,19770
85500,+,294+249=,543,190+151=,341,19642,16546
85501,+,294+250=,544,2+144=,146,21239,10465
85502,+,294+251=,545,183+206=,389,20749,20422
85503,+,294+252=,546,131+41=,172,22048,10861
85504,+,294+253=,547,31+139=,170,23215,8258
85505,+,294+254=,548,44+248=,292,22287,16443
85506,+,294+255=,549,214+9=,223,22782,12533
85507,+,294+256=,550,269+71=,340,13506,13679
85508,+,294+257=,551,190+1=,191,21860,7529
85509,+,294+258=,552,62+235=,297,21478,18163
85510,+,294+259=,553,296+242=,538,22663,22600
85511,+,294+260=,554,79+262=,341,22303,16546
85512,+,294+261=,555,247+214=,461,14148,19608
85513,+,294+262=,556,76+111=,187,20866,9674
85514,+,294+263=,557,204+299=,503,23906,17735
85515,+,294+264=,558,97+66=,163,22895,9892
85516,+,294+265=,559,13+75=,88,22424,2421
85517,+,294+266=,560,170+113=,283,17698,16085
85518,+,294+267=,561,160+236=,396,20460,19615
85519,+,294+268=,562,201+150=,351,19242,18113
85520,+,294+269=,563,217+56=,273,21789,15451
85521,+,294+270=,564,48+97=,145,22210,9591
85522,+,294+271=,565,231+219=,450,20943,10617
85523,+,294+272=,566,239+122=,361,23477,18277
85524,+,294+273=,567,220+71=,291,19282,17335
85525,+,294+274=,568,36+92=,128,22049,4386
85526,+,294+275=,569,164+226=,390,23642,15515
85527,+,294+276=,570,281+223=,504,18712,18048
85528,+,294+277=,571,123+109=,232,22005,12338
85529,+,294+278=,572,222+299=,521,22468,20767
85530,+,294+279=,573,218+184=,402,22529,16496
85531,+,294+280=,574,259+229=,488,23402,21310
85532,+,294+281=,575,145+135=,280,21228,11209
85533,+,294+282=,576,156+175=,331,20758,16707
85534,+,294+283=,577,45+8=,53,23411,4331
85535,+,294+284=,578,44+185=,229,22915,14378
85536,+,294+285=,579,115+269=,384,24847,12910
85537,+,294+286=,580,278+284=,562,18216,19242
85538,+,294+287=,581,119+125=,244,23864,13719
85539,+,294+288=,582,75+17=,92,23670,6083
85540,+,294+289=,583,33+41=,74,23493,5728
85541,+,294+290=,584,179+161=,340,23816,13679
85542,+,294+291=,585,160+32=,192,21535,5926
85543,+,294+292=,586,166+84=,250,22345,5154
85544,+,294+293=,587,240+189=,429,22159,16371
85545,+,294+294=,588,10+187=,197,20691,4468
85546,+,294+295=,589,201+8=,209,22905,12652
85547,+,294+296=,590,236+231=,467,20615,20419
85548,+,294+297=,591,297+118=,415,24380,18136
85549,+,294+298=,592,190+217=,407,20128,18501
85550,+,294+299=,593,166+201=,367,22608,18775
85551,+,295+0=,295,266+123=,389,16780,20422
85552,+,295+1=,296,88+284=,372,17408,17662
85553,+,295+2=,297,268+145=,413,18163,19288
85554,+,295+3=,298,63+248=,311,17690,15134
85555,+,295+4=,299,188+217=,405,15531,16408
85556,+,295+5=,300,248+25=,273,3101,15451
85557,+,295+6=,301,157+231=,388,12405,19081
85558,+,295+7=,302,267+205=,472,13121,21757
85559,+,295+8=,303,276+87=,363,13236,18199
85560,+,295+9=,304,251+79=,330,12166,10568
85561,+,295+10=,305,12+6=,18,13364,972
85562,+,295+11=,306,275+142=,417,12879,19561
85563,+,295+12=,307,254+7=,261,14777,15602
85564,+,295+13=,308,31+107=,138,14498,10350
85565,+,295+14=,309,272+57=,329,15500,18196
85566,+,295+15=,310,55+33=,88,12226,2421
85567,+,295+16=,311,274+115=,389,15134,20422
85568,+,295+17=,312,38+104=,142,13384,10239
85569,+,295+18=,313,140+13=,153,15231,9800
85570,+,295+19=,314,224+150=,374,16104,18265
85571,+,295+20=,315,30+138=,168,15189,8953
85572,+,295+21=,316,229+254=,483,15340,21884
85573,+,295+22=,317,297+135=,432,16718,16739
85574,+,295+23=,318,143+181=,324,17592,16723
85575,+,295+24=,319,114+89=,203,16874,9639
85576,+,295+25=,320,57+226=,283,9588,16085
85577,+,295+26=,321,188+139=,327,14423,13817
85578,+,295+27=,322,66+2=,68,15805,2614
85579,+,295+28=,323,299+72=,371,15726,18650
85580,+,295+29=,324,59+57=,116,16723,8027
85581,+,295+30=,325,218+174=,392,15257,19695
85582,+,295+31=,326,129+162=,291,17470,17335
85583,+,295+32=,327,192+113=,305,13817,13364
85584,+,295+33=,328,91+185=,276,16884,16660
85585,+,295+34=,329,93+70=,163,18196,9892
85586,+,295+35=,330,250+0=,250,10568,5154
85587,+,295+36=,331,133+16=,149,16707,10161
85588,+,295+37=,332,191+172=,363,17079,18199
85589,+,295+38=,333,256+107=,363,8765,18199
85590,+,295+39=,334,294+275=,569,17153,23642
85591,+,295+40=,335,252+155=,407,16596,18501
85592,+,295+41=,336,96+109=,205,17014,10866
85593,+,295+42=,337,110+289=,399,17609,18572
85594,+,295+43=,338,232+226=,458,18633,21209
85595,+,295+44=,339,101+108=,209,17887,12652
85596,+,295+45=,340,214+252=,466,13679,21404
85597,+,295+46=,341,32+14=,46,16546,2790
85598,+,295+47=,342,268+260=,528,17590,21458
85599,+,295+48=,343,250+279=,529,16522,21618
85600,+,295+49=,344,14+288=,302,17451,13121
85601,+,295+50=,345,252+283=,535,12901,20618
85602,+,295+51=,346,131+242=,373,18061,18017
