clean,corrupted,correct_idx
The order lasted from the year 1184 to the year 11,The order lasted from the year 1101 to the year 11,84
The employment lasted from the year 1398 to the year 13,The employment lasted from the year 1301 to the year 13,98
The tests lasted from the year 1606 to the year 16,The tests lasted from the year 1601 to the year 16,6
The existence lasted from the year 1272 to the year 12,The existence lasted from the year 1201 to the year 12,72
The work lasted from the year 1264 to the year 12,The work lasted from the year 1201 to the year 12,64
The operation lasted from the year 1627 to the year 16,The operation lasted from the year 1601 to the year 16,27
The competition lasted from the year 1655 to the year 16,The competition lasted from the year 1601 to the year 16,55
The employment lasted from the year 1714 to the year 17,The employment lasted from the year 1701 to the year 17,14
The development lasted from the year 1537 to the year 15,The development lasted from the year 1501 to the year 15,37
The contact lasted from the year 1584 to the year 15,The contact lasted from the year 1501 to the year 15,84
The trial lasted from the year 1258 to the year 12,The trial lasted from the year 1201 to the year 12,58
The relationship lasted from the year 1611 to the year 16,The relationship lasted from the year 1601 to the year 16,11
The order lasted from the year 1112 to the year 11,The order lasted from the year 1101 to the year 11,12
The program lasted from the year 1193 to the year 11,The program lasted from the year 1101 to the year 11,93
The tests lasted from the year 1419 to the year 14,The tests lasted from the year 1401 to the year 14,19
The tests lasted from the year 1202 to the year 12,The tests lasted from the year 1201 to the year 12,2
The shift lasted from the year 1577 to the year 15,The shift lasted from the year 1501 to the year 15,77
The plan lasted from the year 1106 to the year 11,The plan lasted from the year 1101 to the year 11,6
The trial lasted from the year 1445 to the year 14,The trial lasted from the year 1401 to the year 14,45
The tour lasted from the year 1430 to the year 14,The tour lasted from the year 1401 to the year 14,30
The practice lasted from the year 1377 to the year 13,The practice lasted from the year 1301 to the year 13,77
The case lasted from the year 1334 to the year 13,The case lasted from the year 1301 to the year 13,34
The assessment lasted from the year 1115 to the year 11,The assessment lasted from the year 1101 to the year 11,15
The order lasted from the year 1284 to the year 12,The order lasted from the year 1201 to the year 12,84
The rise lasted from the year 1149 to the year 11,The rise lasted from the year 1101 to the year 11,49
The practice lasted from the year 1746 to the year 17,The practice lasted from the year 1701 to the year 17,46
The case lasted from the year 1405 to the year 14,The case lasted from the year 1401 to the year 14,5
The impact lasted from the year 1455 to the year 14,The impact lasted from the year 1401 to the year 14,55
The development lasted from the year 1619 to the year 16,The development lasted from the year 1601 to the year 16,19
The project lasted from the year 1409 to the year 14,The project lasted from the year 1401 to the year 14,9
The development lasted from the year 1729 to the year 17,The development lasted from the year 1701 to the year 17,29
The campaign lasted from the year 1574 to the year 15,The campaign lasted from the year 1501 to the year 15,74
The practice lasted from the year 1658 to the year 16,The practice lasted from the year 1601 to the year 16,58
The work lasted from the year 1529 to the year 15,The work lasted from the year 1501 to the year 15,29
The effect lasted from the year 1631 to the year 16,The effect lasted from the year 1601 to the year 16,31
The employment lasted from the year 1640 to the year 16,The employment lasted from the year 1601 to the year 16,40
The operation lasted from the year 1751 to the year 17,The operation lasted from the year 1701 to the year 17,51
The tests lasted from the year 1750 to the year 17,The tests lasted from the year 1701 to the year 17,50
The case lasted from the year 1351 to the year 13,The case lasted from the year 1301 to the year 13,51
The operation lasted from the year 1246 to the year 12,The operation lasted from the year 1201 to the year 12,46
The process lasted from the year 1255 to the year 12,The process lasted from the year 1201 to the year 12,55
The outcome lasted from the year 1446 to the year 14,The outcome lasted from the year 1401 to the year 14,46
The fall lasted from the year 1411 to the year 14,The fall lasted from the year 1401 to the year 14,11
The coma lasted from the year 1402 to the year 14,The coma lasted from the year 1401 to the year 14,2
The order lasted from the year 1742 to the year 17,The order lasted from the year 1701 to the year 17,42
The contract lasted from the year 1538 to the year 15,The contract lasted from the year 1501 to the year 15,38
The fall lasted from the year 1744 to the year 17,The fall lasted from the year 1701 to the year 17,44
The rise lasted from the year 1146 to the year 11,The rise lasted from the year 1101 to the year 11,46
The order lasted from the year 1797 to the year 17,The order lasted from the year 1701 to the year 17,97
The trip lasted from the year 1740 to the year 17,The trip lasted from the year 1701 to the year 17,40
The practice lasted from the year 1580 to the year 15,The practice lasted from the year 1501 to the year 15,80
The challenge lasted from the year 1278 to the year 12,The challenge lasted from the year 1201 to the year 12,78
The development lasted from the year 1156 to the year 11,The development lasted from the year 1101 to the year 11,56
The progress lasted from the year 1192 to the year 11,The progress lasted from the year 1101 to the year 11,92
The challenge lasted from the year 1626 to the year 16,The challenge lasted from the year 1601 to the year 16,26
The relationship lasted from the year 1535 to the year 15,The relationship lasted from the year 1501 to the year 15,35
The outcome lasted from the year 1780 to the year 17,The outcome lasted from the year 1701 to the year 17,80
The progress lasted from the year 1487 to the year 14,The progress lasted from the year 1401 to the year 14,87
The challenge lasted from the year 1528 to the year 15,The challenge lasted from the year 1501 to the year 15,28
The operation lasted from the year 1253 to the year 12,The operation lasted from the year 1201 to the year 12,53
The development lasted from the year 1492 to the year 14,The development lasted from the year 1401 to the year 14,92
The trip lasted from the year 1397 to the year 13,The trip lasted from the year 1301 to the year 13,97
The project lasted from the year 1673 to the year 16,The project lasted from the year 1601 to the year 16,73
The development lasted from the year 1676 to the year 16,The development lasted from the year 1601 to the year 16,76
The impact lasted from the year 1228 to the year 12,The impact lasted from the year 1201 to the year 12,28
