clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there was one sarsy. Now there are two sars","First, there were two sarsies. Now there is one sars",447,90,sarsy,sarsies,0
"First, there were two sarsies. Now there is one sars","First, there was one sarsy. Now there are two sars",90,447,sarsy,sarsies,1
"First, there was one cuftude. Now there are two cuft","First, there were two cuftudes. Now there is one cuft",14735,2496,cuftude,cuftudes,0
"First, there were two cuftudes. Now there is one cuft","First, there was one cuftude. Now there are two cuft",2496,14735,cuftude,cuftudes,1
"First, there was one dethie. Now there are two deth","First, there were two dethies. Now there is one deth",447,466,dethie,dethies,0
"First, there were two dethies. Now there is one deth","First, there was one dethie. Now there are two deth",466,447,dethie,dethies,1
"First, there was one foucher. Now there are two fou","First, there were two fouchers. Now there is one fou",13580,5316,foucher,fouchers,0
"First, there were two fouchers. Now there is one fou","First, there was one foucher. Now there are two fou",5316,13580,foucher,fouchers,1
"First, there was one abeant. Now there are two abe","First, there were two abeants. Now there is one abe",1103,386,abeant,abeants,0
"First, there were two abeants. Now there is one abe","First, there was one abeant. Now there are two abe",386,1103,abeant,abeants,1
"First, there was one tacy. Now there are two t","First, there were two tacies. Now there is one t",19103,1974,tacy,tacies,0
"First, there were two tacies. Now there is one t","First, there was one tacy. Now there are two t",1974,19103,tacy,tacies,1
"First, there was one pepidion. Now there are two pepid","First, there were two pepidions. Now there is one pepid",621,279,pepidion,pepidions,0
"First, there were two pepidions. Now there is one pepid","First, there was one pepidion. Now there are two pepid",279,621,pepidion,pepidions,1
"First, there was one souche. Now there are two sou","First, there were two souches. Now there is one sou",2706,1962,souche,souches,0
"First, there were two souches. Now there is one sou","First, there was one souche. Now there are two sou",1962,2706,souche,souches,1
"First, there was one meler. Now there are two mel","First, there were two melers. Now there is one mel",398,254,meler,melers,0
"First, there were two melers. Now there is one mel","First, there was one meler. Now there are two mel",254,398,meler,melers,1
"First, there was one onation. Now there are two on","First, there were two onations. Now there is one on",569,318,onation,onations,0
"First, there were two onations. Now there is one on","First, there was one onation. Now there are two on",318,569,onation,onations,1
"First, there was one thang. Now there are two th","First, there were two thangs. Now there is one th",36678,606,thang,thangs,0
"First, there were two thangs. Now there is one th","First, there was one thang. Now there are two th",606,36678,thang,thangs,1
"First, there was one copeer. Now there are two cope","First, there were two copeers. Now there is one cope",398,254,copeer,copeers,0
"First, there were two copeers. Now there is one cope","First, there was one copeer. Now there are two cope",254,398,copeer,copeers,1
"First, there was one lodel. Now there are two lod","First, there were two lodels. Now there is one lod",1241,293,lodel,lodels,0
"First, there were two lodels. Now there is one lod","First, there was one lodel. Now there are two lod",293,1241,lodel,lodels,1
"First, there was one conglil. Now there are two congl","First, there were two conglils. Now there is one congl",3683,300,conglil,conglils,0
"First, there were two conglils. Now there is one congl","First, there was one conglil. Now there are two congl",300,3683,conglil,conglils,1
"First, there was one prelidate. Now there are two prelid","First, there were two prelidates. Now there is one prelid",684,366,prelidate,prelidates,0
"First, there were two prelidates. Now there is one prelid","First, there was one prelidate. Now there are two prelid",366,684,prelidate,prelidates,1
"First, there was one facure. Now there are two fac","First, there were two facures. Now there is one fac",980,459,facure,facures,0
"First, there were two facures. Now there is one fac","First, there was one facure. Now there are two fac",459,980,facure,facures,1
"First, there was one ganer. Now there are two gan","First, there were two ganers. Now there is one gan",398,254,ganer,ganers,0
"First, there were two ganers. Now there is one gan","First, there was one ganer. Now there are two gan",254,398,ganer,ganers,1
"First, there was one tafler. Now there are two tafl","First, there were two taflers. Now there is one tafl",398,254,tafler,taflers,0
"First, there were two taflers. Now there is one tafl","First, there was one tafler. Now there are two tafl",254,398,tafler,taflers,1
"First, there was one osation. Now there are two os","First, there were two osations. Now there is one os",569,318,osation,osations,0
"First, there were two osations. Now there is one os","First, there was one osation. Now there are two os",318,569,osation,osations,1
"First, there was one uwoa. Now there are two uwo","First, there were two uwoas. Now there is one uwo",284,66,uwoa,uwoas,0
"First, there were two uwoas. Now there is one uwo","First, there was one uwoa. Now there are two uwo",66,284,uwoa,uwoas,1
"First, there was one egteme. Now there are two egtem","First, there were two egtemes. Now there is one egtem",265,70,egteme,egtemes,0
"First, there were two egtemes. Now there is one egtem","First, there was one egteme. Now there are two egtem",70,265,egteme,egtemes,1
"First, there was one jergion. Now there are two jerg","First, there were two jergions. Now there is one jerg",621,279,jergion,jergions,0
"First, there were two jergions. Now there is one jerg","First, there was one jergion. Now there are two jerg",279,621,jergion,jergions,1
"First, there was one regock. Now there are two reg","First, there were two regocks. Now there is one reg",4121,825,regock,regocks,0
"First, there were two regocks. Now there is one reg","First, there was one regock. Now there are two reg",825,4121,regock,regocks,1
"First, there was one imseress. Now there are two imse","First, there were two imseresses. Now there is one imse",16443,560,imseress,imseresses,0
"First, there were two imseresses. Now there is one imse","First, there was one imseress. Now there are two imse",560,16443,imseress,imseresses,1
"First, there was one pinidler. Now there are two pinid","First, there were two pinidlers. Now there is one pinid",10787,2146,pinidler,pinidlers,0
"First, there were two pinidlers. Now there is one pinid","First, there was one pinidler. Now there are two pinid",2146,10787,pinidler,pinidlers,1
"First, there was one blomity. Now there are two blom","First, there were two blomities. Now there is one blom",1005,414,blomity,blomities,0
"First, there were two blomities. Now there is one blom","First, there was one blomity. Now there are two blom",414,1005,blomity,blomities,1
"First, there was one abmiteen. Now there are two abmite","First, there were two abmiteens. Now there is one abmite",561,257,abmiteen,abmiteens,0
"First, there were two abmiteens. Now there is one abmite","First, there was one abmiteen. Now there are two abmite",257,561,abmiteen,abmiteens,1
"First, there was one algucant. Now there are two alguc","First, there were two algucants. Now there is one alguc",1103,386,algucant,algucants,0
