clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 angelfish and herring are two types of,angelfish,herring,fish,"['fish', 'fishes']","[5916, 49765]", aspens and firs are two types of,aspens,firs,tree,['trees'],[7150]
 angelfish and carp are two types of,angelfish,carp,fish,"['fish', 'fishes']","[5916, 49765]", asparagus and broccoli are two types of,asparagus,broccoli,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 angelfish and cod are two types of,angelfish,cod,fish,"['fish', 'fishes']","[5916, 49765]", spruces and palms are two types of,spruces,palms,tree,['trees'],[7150]
 angelfish and mahi mahi are two types of,angelfish,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]", emeralds and turquoises are two types of,emeralds,turquoises,gem,"['gem', 'gems']","[16840, 23685]"
 angelfish and blowfish are two types of,angelfish,blowfish,fish,"['fish', 'fishes']","[5916, 49765]", granddads and uncles are two types of,granddads,uncles,relative,"['relatives', 'family']","[12772, 1641]"
 angelfish and guppy are two types of,angelfish,guppy,fish,"['fish', 'fishes']","[5916, 49765]", grasshoppers and fleas are two types of,grasshoppers,fleas,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 angelfish and halibut are two types of,angelfish,halibut,fish,"['fish', 'fishes']","[5916, 49765]", petunias and violets are two types of,petunias,violets,flower,"['flowers', 'flowering']","[12734, 48573]"
 angelfish and perch are two types of,angelfish,perch,fish,"['fish', 'fishes']","[5916, 49765]", loveseats and futons are two types of,loveseats,futons,furniture,['furniture'],[13091]
 angelfish and rainbow trout are two types of,angelfish,rainbow trout,fish,"['fish', 'fishes']","[5916, 49765]", zucchini and cauliflower are two types of,zucchini,cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 angelfish and marlin are two types of,angelfish,marlin,fish,"['fish', 'fishes']","[5916, 49765]", catamarans and paddleboats are two types of,catamarans,paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 angelfish and minnow are two types of,angelfish,minnow,fish,"['fish', 'fishes']","[5916, 49765]", carpenters and dentists are two types of,carpenters,dentists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 angelfish and pike are two types of,angelfish,pike,fish,"['fish', 'fishes']","[5916, 49765]", raccoons and squirrels are two types of,raccoons,squirrels,animal,['animals'],[4695]
 angelfish and piranha are two types of,angelfish,piranha,fish,"['fish', 'fishes']","[5916, 49765]", tsunamis and blizzards are two types of,tsunamis,blizzards,weather,"['weather', 'natural']","[6193, 3288]"
 angelfish and snapper are two types of,angelfish,snapper,fish,"['fish', 'fishes']","[5916, 49765]", secretaries of state and treasurers are two types of,secretaries of state,treasurers,politician,"['elected', 'politicians']","[7018, 7602]"
 mahi mahi and salmon are two types of,mahi mahi,salmon,fish,"['fish', 'fishes']","[5916, 49765]", cantaloupes and oranges are two types of,cantaloupes,oranges,fruit,"['fruits', 'fruit']","[15921, 8234]"
 mahi mahi and trout are two types of,mahi mahi,trout,fish,"['fish', 'fishes']","[5916, 49765]", daffodils and roses are two types of,daffodils,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 mahi mahi and goldfish are two types of,mahi mahi,goldfish,fish,"['fish', 'fishes']","[5916, 49765]", turquoises and gemstones are two types of,turquoises,gemstones,gem,"['gem', 'gems']","[16840, 23685]"
 mahi mahi and bass are two types of,mahi mahi,bass,fish,"['fish', 'fishes']","[5916, 49765]", tambourines and organs are two types of,tambourines,organs,instrument,"['musical', 'instruments']","[10530, 12834]"
 mahi mahi and catfish are two types of,mahi mahi,catfish,fish,"['fish', 'fishes']","[5916, 49765]", bazookas and maces are two types of,bazookas,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 mahi mahi and tuna are two types of,mahi mahi,tuna,fish,"['fish', 'fishes']","[5916, 49765]", daffodils and roses are two types of,daffodils,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 mahi mahi and flounder are two types of,mahi mahi,flounder,fish,"['fish', 'fishes']","[5916, 49765]", tambourines and clarinets are two types of,tambourines,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]"
 mahi mahi and swordfish are two types of,mahi mahi,swordfish,fish,"['fish', 'fishes']","[5916, 49765]", cantaloupes and melons are two types of,cantaloupes,melons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 mahi mahi and herring are two types of,mahi mahi,herring,fish,"['fish', 'fishes']","[5916, 49765]", tambourines and french horns are two types of,tambourines,french horns,instrument,"['musical', 'instruments']","[10530, 12834]"
 mahi mahi and carp are two types of,mahi mahi,carp,fish,"['fish', 'fishes']","[5916, 49765]", turquoises and diamonds are two types of,turquoises,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 mahi mahi and cod are two types of,mahi mahi,cod,fish,"['fish', 'fishes']","[5916, 49765]", moccasins and boots are two types of,moccasins,boots,footwear,['footwear'],[43463]
 mahi mahi and angelfish are two types of,mahi mahi,angelfish,fish,"['fish', 'fishes']","[5916, 49765]", moccasins and flip flops are two types of,moccasins,flip flops,footwear,['footwear'],[43463]
 mahi mahi and blowfish are two types of,mahi mahi,blowfish,fish,"['fish', 'fishes']","[5916, 49765]", tambourines and harmonicas are two types of,tambourines,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]"
 mahi mahi and guppy are two types of,mahi mahi,guppy,fish,"['fish', 'fishes']","[5916, 49765]", sapphires and jades are two types of,sapphires,jades,gem,"['gem', 'gems']","[16840, 23685]"
 mahi mahi and halibut are two types of,mahi mahi,halibut,fish,"['fish', 'fishes']","[5916, 49765]", turquoises and emeralds are two types of,turquoises,emeralds,gem,"['gem', 'gems']","[16840, 23685]"
 mahi mahi and perch are two types of,mahi mahi,perch,fish,"['fish', 'fishes']","[5916, 49765]", nanoseconds and secs are two types of,nanoseconds,secs,time,"['time', 'units']","[640, 4991]"
 mahi mahi and rainbow trout are two types of,mahi mahi,rainbow trout,fish,"['fish', 'fishes']","[5916, 49765]", daffodils and tulips are two types of,daffodils,tulips,flower,"['flowers', 'flowering']","[12734, 48573]"
 mahi mahi and marlin are two types of,mahi mahi,marlin,fish,"['fish', 'fishes']","[5916, 49765]", woodpeckers and owls are two types of,woodpeckers,owls,bird,"['birds', 'bird']","[10087, 6512]"
 mahi mahi and minnow are two types of,mahi mahi,minnow,fish,"['fish', 'fishes']","[5916, 49765]", bazookas and maces are two types of,bazookas,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 mahi mahi and pike are two types of,mahi mahi,pike,fish,"['fish', 'fishes']","[5916, 49765]", tambourines and bass guitars are two types of,tambourines,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]"
 mahi mahi and piranha are two types of,mahi mahi,piranha,fish,"['fish', 'fishes']","[5916, 49765]", daffodils and dandelions are two types of,daffodils,dandelions,flower,"['flowers', 'flowering']","[12734, 48573]"
 mahi mahi and snapper are two types of,mahi mahi,snapper,fish,"['fish', 'fishes']","[5916, 49765]", cantaloupes and peaches are two types of,cantaloupes,peaches,fruit,"['fruits', 'fruit']","[15921, 8234]"
 blowfish and salmon are two types of,blowfish,salmon,fish,"['fish', 'fishes']","[5916, 49765]", heavy metal and jazz are two types of,heavy metal,jazz,music,['music'],[2647]
 blowfish and trout are two types of,blowfish,trout,fish,"['fish', 'fishes']","[5916, 49765]", opals and diamonds are two types of,opals,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 blowfish and goldfish are two types of,blowfish,goldfish,fish,"['fish', 'fishes']","[5916, 49765]", cheerleading and lacrosse are two types of,cheerleading,lacrosse,sport,['sports'],[5701]
 blowfish and bass are two types of,blowfish,bass,fish,"['fish', 'fishes']","[5916, 49765]", maces and rifles are two types of,maces,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 blowfish and catfish are two types of,blowfish,catfish,fish,"['fish', 'fishes']","[5916, 49765]", beets and celery are two types of,beets,celery,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 blowfish and tuna are two types of,blowfish,tuna,fish,"['fish', 'fishes']","[5916, 49765]", grandmothers and cousins are two types of,grandmothers,cousins,relative,"['relatives', 'family']","[12772, 1641]"
 blowfish and flounder are two types of,blowfish,flounder,fish,"['fish', 'fishes']","[5916, 49765]", buss and mopeds are two types of,buss,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 blowfish and swordfish are two types of,blowfish,swordfish,fish,"['fish', 'fishes']","[5916, 49765]", blice and jeanss are two types of,blice,jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 blowfish and herring are two types of,blowfish,herring,fish,"['fish', 'fishes']","[5916, 49765]", light years and feets are two types of,light years,feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 blowfish and carp are two types of,blowfish,carp,fish,"['fish', 'fishes']","[5916, 49765]", rubies and diamonds are two types of,rubies,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 blowfish and cod are two types of,blowfish,cod,fish,"['fish', 'fishes']","[5916, 49765]", treasurers and senators are two types of,treasurers,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 blowfish and angelfish are two types of,blowfish,angelfish,fish,"['fish', 'fishes']","[5916, 49765]", tank tops and underwears are two types of,tank tops,underwears,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 blowfish and mahi mahi are two types of,blowfish,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]", loafers and moccasins are two types of,loafers,moccasins,footwear,['footwear'],[43463]
 blowfish and guppy are two types of,blowfish,guppy,fish,"['fish', 'fishes']","[5916, 49765]", pansies and carnations are two types of,pansies,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 blowfish and halibut are two types of,blowfish,halibut,fish,"['fish', 'fishes']","[5916, 49765]", elk and giraffes are two types of,elk,giraffes,animal,['animals'],[4695]
 blowfish and perch are two types of,blowfish,perch,fish,"['fish', 'fishes']","[5916, 49765]", kine and foxes are two types of,kine,foxes,animal,['animals'],[4695]
 blowfish and rainbow trout are two types of,blowfish,rainbow trout,fish,"['fish', 'fishes']","[5916, 49765]", buss and cabs are two types of,buss,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 blowfish and marlin are two types of,blowfish,marlin,fish,"['fish', 'fishes']","[5916, 49765]", foxes and lizards are two types of,foxes,lizards,animal,['animals'],[4695]
 blowfish and minnow are two types of,blowfish,minnow,fish,"['fish', 'fishes']","[5916, 49765]", cabs and subways are two types of,cabs,subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 blowfish and pike are two types of,blowfish,pike,fish,"['fish', 'fishes']","[5916, 49765]", treasurers and congressmen are two types of,treasurers,congressmen,politician,"['elected', 'politicians']","[7018, 7602]"
 blowfish and piranha are two types of,blowfish,piranha,fish,"['fish', 'fishes']","[5916, 49765]", sleet and monsoons are two types of,sleet,monsoons,weather,"['weather', 'natural']","[6193, 3288]"
 blowfish and snapper are two types of,blowfish,snapper,fish,"['fish', 'fishes']","[5916, 49765]", parrots and hawks are two types of,parrots,hawks,bird,"['birds', 'bird']","[10087, 6512]"
 guppy and salmon are two types of,guppy,salmon,fish,"['fish', 'fishes']","[5916, 49765]", rubles and cents are two types of,rubles,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 guppy and trout are two types of,guppy,trout,fish,"['fish', 'fishes']","[5916, 49765]", thunderstorms and rain are two types of,thunderstorms,rain,weather,"['weather', 'natural']","[6193, 3288]"
 guppy and goldfish are two types of,guppy,goldfish,fish,"['fish', 'fishes']","[5916, 49765]", buss and skateboards are two types of,buss,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 guppy and bass are two types of,guppy,bass,fish,"['fish', 'fishes']","[5916, 49765]", jeanss and socks are two types of,jeanss,socks,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 guppy and catfish are two types of,guppy,catfish,fish,"['fish', 'fishes']","[5916, 49765]", cadets and colonels are two types of,cadets,colonels,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 guppy and tuna are two types of,guppy,tuna,fish,"['fish', 'fishes']","[5916, 49765]", lilacs and roses are two types of,lilacs,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 guppy and flounder are two types of,guppy,flounder,fish,"['fish', 'fishes']","[5916, 49765]", violins and piccoloes are two types of,violins,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]"
 guppy and swordfish are two types of,guppy,swordfish,fish,"['fish', 'fishes']","[5916, 49765]", gymnastics and polo are two types of,gymnastics,polo,sport,['sports'],[5701]
 guppy and herring are two types of,guppy,herring,fish,"['fish', 'fishes']","[5916, 49765]", bluegrass and reggae are two types of,bluegrass,reggae,music,['music'],[2647]
 guppy and carp are two types of,guppy,carp,fish,"['fish', 'fishes']","[5916, 49765]", gymnastics and rugby are two types of,gymnastics,rugby,sport,['sports'],[5701]
 guppy and cod are two types of,guppy,cod,fish,"['fish', 'fishes']","[5916, 49765]", sleet and rain are two types of,sleet,rain,weather,"['weather', 'natural']","[6193, 3288]"
 guppy and angelfish are two types of,guppy,angelfish,fish,"['fish', 'fishes']","[5916, 49765]", bookcases and loveseats are two types of,bookcases,loveseats,furniture,['furniture'],[13091]
 guppy and mahi mahi are two types of,guppy,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]", jades and sapphires are two types of,jades,sapphires,gem,"['gem', 'gems']","[16840, 23685]"
 guppy and blowfish are two types of,guppy,blowfish,fish,"['fish', 'fishes']","[5916, 49765]", stools and dressers are two types of,stools,dressers,furniture,['furniture'],[13091]
