clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 flamingoes and blackbirds are two types of,flamingoes,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", heavy metal and new age are two types of,heavy metal,new age,music,['music'],[2647]
 flamingoes and chickens are two types of,flamingoes,chickens,bird,"['birds', 'bird']","[10087, 6512]", swordfish and tuna are two types of,swordfish,tuna,fish,"['fish', 'fishes']","[5916, 49765]"
 flamingoes and vultures are two types of,flamingoes,vultures,bird,"['birds', 'bird']","[10087, 6512]", drug smuggling and breaking and entering are two types of,drug smuggling,breaking and entering,crime,"['crimes', 'crime']","[6741, 4065]"
 orioles and eagles are two types of,orioles,eagles,bird,"['birds', 'bird']","[10087, 6512]", bass guitars and pianoes are two types of,bass guitars,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]"
 orioles and robins are two types of,orioles,robins,bird,"['birds', 'bird']","[10087, 6512]", congressmen and vice presidents are two types of,congressmen,vice presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 orioles and bluejays are two types of,orioles,bluejays,bird,"['birds', 'bird']","[10087, 6512]", mooses and raccoons are two types of,mooses,raccoons,animal,['animals'],[4695]
 orioles and cardinals are two types of,orioles,cardinals,bird,"['birds', 'bird']","[10087, 6512]", uncles and nephews are two types of,uncles,nephews,relative,"['relatives', 'family']","[12772, 1641]"
 orioles and hawks are two types of,orioles,hawks,bird,"['birds', 'bird']","[10087, 6512]", donkeys and kine are two types of,donkeys,kine,animal,['animals'],[4695]
 orioles and bluebirds are two types of,orioles,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", aircraft carriers and sailboats are two types of,aircraft carriers,sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 orioles and crows are two types of,orioles,crows,bird,"['birds', 'bird']","[10087, 6512]", sandpapers and hammers are two types of,sandpapers,hammers,tool,['tools'],[4899]
 orioles and hummingbirds are two types of,orioles,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", businesswomen and dentists are two types of,businesswomen,dentists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 orioles and parrots are two types of,orioles,parrots,bird,"['birds', 'bird']","[10087, 6512]", skateboards and subways are two types of,skateboards,subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 orioles and sparrows are two types of,orioles,sparrows,bird,"['birds', 'bird']","[10087, 6512]", colonels and lieutenants are two types of,colonels,lieutenants,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 orioles and pigeons are two types of,orioles,pigeons,bird,"['birds', 'bird']","[10087, 6512]", janitors and physical therapists are two types of,janitors,physical therapists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 orioles and seagulls are two types of,orioles,seagulls,bird,"['birds', 'bird']","[10087, 6512]", harmonicas and tambourines are two types of,harmonicas,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]"
 orioles and doves are two types of,orioles,doves,bird,"['birds', 'bird']","[10087, 6512]", hip hop and new age are two types of,hip hop,new age,music,['music'],[2647]
 orioles and parakeets are two types of,orioles,parakeets,bird,"['birds', 'bird']","[10087, 6512]", second cousins and great aunts are two types of,second cousins,great aunts,relative,"['relatives', 'family']","[12772, 1641]"
 orioles and falcons are two types of,orioles,falcons,bird,"['birds', 'bird']","[10087, 6512]", pliers and screwdrivers are two types of,pliers,screwdrivers,tool,['tools'],[4899]
 orioles and canaries are two types of,orioles,canaries,bird,"['birds', 'bird']","[10087, 6512]", euroes and rupees are two types of,euroes,rupees,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 orioles and owls are two types of,orioles,owls,bird,"['birds', 'bird']","[10087, 6512]", cherries and plums are two types of,cherries,plums,fruit,"['fruits', 'fruit']","[15921, 8234]"
 orioles and ostriches are two types of,orioles,ostriches,bird,"['birds', 'bird']","[10087, 6512]", tulips and petunias are two types of,tulips,petunias,flower,"['flowers', 'flowering']","[12734, 48573]"
 orioles and penguins are two types of,orioles,penguins,bird,"['birds', 'bird']","[10087, 6512]", buss and subways are two types of,buss,subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 orioles and ravens are two types of,orioles,ravens,bird,"['birds', 'bird']","[10087, 6512]", foxes and elk are two types of,foxes,elk,animal,['animals'],[4695]
 orioles and ducks are two types of,orioles,ducks,bird,"['birds', 'bird']","[10087, 6512]", lilies and roses are two types of,lilies,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 orioles and finches are two types of,orioles,finches,bird,"['birds', 'bird']","[10087, 6512]", janitors and police officers are two types of,janitors,police officers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 orioles and mockingbirds are two types of,orioles,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", buss and skateboards are two types of,buss,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 orioles and woodpeckers are two types of,orioles,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", celloes and tambourines are two types of,celloes,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]"
 orioles and flamingoes are two types of,orioles,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[640, 4991]"
 orioles and blackbirds are two types of,orioles,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", marlin and blowfish are two types of,marlin,blowfish,fish,"['fish', 'fishes']","[5916, 49765]"
 orioles and chickens are two types of,orioles,chickens,bird,"['birds', 'bird']","[10087, 6512]", rupees and cents are two types of,rupees,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 orioles and vultures are two types of,orioles,vultures,bird,"['birds', 'bird']","[10087, 6512]", townhouses and condominiums are two types of,townhouses,condominiums,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 blackbirds and eagles are two types of,blackbirds,eagles,bird,"['birds', 'bird']","[10087, 6512]", typhoons and thunderstorms are two types of,typhoons,thunderstorms,weather,"['weather', 'natural']","[6193, 3288]"
 blackbirds and robins are two types of,blackbirds,robins,bird,"['birds', 'bird']","[10087, 6512]", screwdrivers and measuring sticks are two types of,screwdrivers,measuring sticks,tool,['tools'],[4899]
 blackbirds and bluejays are two types of,blackbirds,bluejays,bird,"['birds', 'bird']","[10087, 6512]", maces and brass knuckles are two types of,maces,brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 blackbirds and cardinals are two types of,blackbirds,cardinals,bird,"['birds', 'bird']","[10087, 6512]", clogs and hiking shoes are two types of,clogs,hiking shoes,footwear,['footwear'],[43463]
 blackbirds and hawks are two types of,blackbirds,hawks,bird,"['birds', 'bird']","[10087, 6512]", blowfish and minnow are two types of,blowfish,minnow,fish,"['fish', 'fishes']","[5916, 49765]"
 blackbirds and bluebirds are two types of,blackbirds,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", tank tops and scarves are two types of,tank tops,scarves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 blackbirds and crows are two types of,blackbirds,crows,bird,"['birds', 'bird']","[10087, 6512]", subways and buss are two types of,subways,buss,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 blackbirds and hummingbirds are two types of,blackbirds,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]"
 blackbirds and parrots are two types of,blackbirds,parrots,bird,"['birds', 'bird']","[10087, 6512]", dentists and accountants are two types of,dentists,accountants,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 blackbirds and sparrows are two types of,blackbirds,sparrows,bird,"['birds', 'bird']","[10087, 6512]", aunts and nieces are two types of,aunts,nieces,relative,"['relatives', 'family']","[12772, 1641]"
 blackbirds and pigeons are two types of,blackbirds,pigeons,bird,"['birds', 'bird']","[10087, 6512]", speedboats and rowboats are two types of,speedboats,rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 blackbirds and seagulls are two types of,blackbirds,seagulls,bird,"['birds', 'bird']","[10087, 6512]", maces and nunchuckss are two types of,maces,nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 blackbirds and doves are two types of,blackbirds,doves,bird,"['birds', 'bird']","[10087, 6512]", dogwoods and firs are two types of,dogwoods,firs,tree,['trees'],[7150]
 blackbirds and parakeets are two types of,blackbirds,parakeets,bird,"['birds', 'bird']","[10087, 6512]", vice presidents and secretaries of state are two types of,vice presidents,secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]"
 blackbirds and falcons are two types of,blackbirds,falcons,bird,"['birds', 'bird']","[10087, 6512]", foxes and kine are two types of,foxes,kine,animal,['animals'],[4695]
 blackbirds and canaries are two types of,blackbirds,canaries,bird,"['birds', 'bird']","[10087, 6512]", lilacs and lilies are two types of,lilacs,lilies,flower,"['flowers', 'flowering']","[12734, 48573]"
 blackbirds and owls are two types of,blackbirds,owls,bird,"['birds', 'bird']","[10087, 6512]", eons and millenniums are two types of,eons,millenniums,time,"['time', 'units']","[640, 4991]"
 blackbirds and ostriches are two types of,blackbirds,ostriches,bird,"['birds', 'bird']","[10087, 6512]", feets and micrometers are two types of,feets,micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 blackbirds and penguins are two types of,blackbirds,penguins,bird,"['birds', 'bird']","[10087, 6512]", hamsters and mooses are two types of,hamsters,mooses,animal,['animals'],[4695]
 blackbirds and ravens are two types of,blackbirds,ravens,bird,"['birds', 'bird']","[10087, 6512]", hiking shoes and cleats are two types of,hiking shoes,cleats,footwear,['footwear'],[43463]
 blackbirds and ducks are two types of,blackbirds,ducks,bird,"['birds', 'bird']","[10087, 6512]", millenniums and weeks are two types of,millenniums,weeks,time,"['time', 'units']","[640, 4991]"
 blackbirds and finches are two types of,blackbirds,finches,bird,"['birds', 'bird']","[10087, 6512]", drug smuggling and drug use are two types of,drug smuggling,drug use,crime,"['crimes', 'crime']","[6741, 4065]"
 blackbirds and mockingbirds are two types of,blackbirds,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", hamsters and mooses are two types of,hamsters,mooses,animal,['animals'],[4695]
 blackbirds and woodpeckers are two types of,blackbirds,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", pike and mahi mahi are two types of,pike,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]"
 blackbirds and flamingoes are two types of,blackbirds,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", peaches and lemons are two types of,peaches,lemons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 blackbirds and orioles are two types of,blackbirds,orioles,bird,"['birds', 'bird']","[10087, 6512]", coffee tables and dressers are two types of,coffee tables,dressers,furniture,['furniture'],[13091]
 blackbirds and chickens are two types of,blackbirds,chickens,bird,"['birds', 'bird']","[10087, 6512]", loafers and pumps are two types of,loafers,pumps,footwear,['footwear'],[43463]
 blackbirds and vultures are two types of,blackbirds,vultures,bird,"['birds', 'bird']","[10087, 6512]", beets and cabbages are two types of,beets,cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 chickens and eagles are two types of,chickens,eagles,bird,"['birds', 'bird']","[10087, 6512]", tents and townhouses are two types of,tents,townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 chickens and robins are two types of,chickens,robins,bird,"['birds', 'bird']","[10087, 6512]", dollars and pesoes are two types of,dollars,pesoes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 chickens and bluejays are two types of,chickens,bluejays,bird,"['birds', 'bird']","[10087, 6512]", bears and giraffes are two types of,bears,giraffes,animal,['animals'],[4695]
 chickens and cardinals are two types of,chickens,cardinals,bird,"['birds', 'bird']","[10087, 6512]", tables and bookcases are two types of,tables,bookcases,furniture,['furniture'],[13091]
 chickens and hawks are two types of,chickens,hawks,bird,"['birds', 'bird']","[10087, 6512]", bananas and blueberries are two types of,bananas,blueberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 chickens and bluebirds are two types of,chickens,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", vandalism and drug use are two types of,vandalism,drug use,crime,"['crimes', 'crime']","[6741, 4065]"
 chickens and crows are two types of,chickens,crows,bird,"['birds', 'bird']","[10087, 6512]", representatives and congresswomen are two types of,representatives,congresswomen,politician,"['elected', 'politicians']","[7018, 7602]"
 chickens and hummingbirds are two types of,chickens,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", bass and minnow are two types of,bass,minnow,fish,"['fish', 'fishes']","[5916, 49765]"
 chickens and parrots are two types of,chickens,parrots,bird,"['birds', 'bird']","[10087, 6512]", pounds and half dollars are two types of,pounds,half dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 chickens and sparrows are two types of,chickens,sparrows,bird,"['birds', 'bird']","[10087, 6512]", commanders and admirals are two types of,commanders,admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 chickens and pigeons are two types of,chickens,pigeons,bird,"['birds', 'bird']","[10087, 6512]", firefighters and janitors are two types of,firefighters,janitors,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 chickens and seagulls are two types of,chickens,seagulls,bird,"['birds', 'bird']","[10087, 6512]", grapes and cantaloupes are two types of,grapes,cantaloupes,fruit,"['fruits', 'fruit']","[15921, 8234]"
