clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 wasps and caterpillars are two types of,wasps,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", suns and daffodils are two types of,suns,daffodils,flower,"['flowers', 'flowering']","[12405, 37958]"
 wasps and centipedes are two types of,wasps,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", typhoons and blizzards are two types of,typhoons,blizzards,weather,"['weather', 'natural']","[8588, 3626]"
 wasps and crickets are two types of,wasps,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", tape measures and measuring sticks are two types of,tape measures,measuring sticks,tool,['tools'],[5657]
 wasps and praying mantis are two types of,wasps,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", kayaks and catamarans are two types of,kayaks,catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
 wasps and dragonflies are two types of,wasps,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", secretaries and physical therapists are two types of,secretaries,physical therapists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 wasps and fleas are two types of,wasps,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", janitors and policemen are two types of,janitors,policemen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 wasps and hornets are two types of,wasps,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", handguns and grenades are two types of,handguns,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 moths and flies are two types of,moths,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pianoes and keyboards are two types of,pianoes,keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
 moths and ants are two types of,moths,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", reggae and soul are two types of,reggae,soul,music,['music'],[3440]
 moths and spiders are two types of,moths,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", grenades and clubs are two types of,grenades,clubs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 moths and bees are two types of,moths,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", eons and minutes are two types of,eons,minutes,time,"['time', 'units']","[673, 5085]"
 moths and mosquitoes are two types of,moths,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", owls and chickens are two types of,owls,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 moths and beetles are two types of,moths,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pansies and suns are two types of,pansies,suns,flower,"['flowers', 'flowering']","[12405, 37958]"
 moths and ladybugs are two types of,moths,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pansies and irides are two types of,pansies,irides,flower,"['flowers', 'flowering']","[12405, 37958]"
 moths and grasshoppers are two types of,moths,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", huts and tepees are two types of,huts,tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 moths and butterflies are two types of,moths,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", perch and minnow are two types of,perch,minnow,fish,"['fish', 'fishes']","[6773, 49720]"
 moths and wasps are two types of,moths,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", dressers and futons are two types of,dressers,futons,furniture,['furniture'],[17076]
 moths and gnats are two types of,moths,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", futons and desks are two types of,futons,desks,furniture,['furniture'],[17076]
 moths and cockroaches are two types of,moths,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", grandfathers and great grandpas are two types of,grandfathers,great grandpas,relative,"['relatives', 'family']","[17772, 2021]"
 moths and caterpillars are two types of,moths,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", blackbirds and woodpeckers are two types of,blackbirds,woodpeckers,bird,"['birds', 'bird']","[11260, 12621]"
 moths and centipedes are two types of,moths,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", herring and guppy are two types of,herring,guppy,fish,"['fish', 'fishes']","[6773, 49720]"
 moths and crickets are two types of,moths,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", zebras and kine are two types of,zebras,kine,animal,['animals'],[5074]
 moths and praying mantis are two types of,moths,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", jeanss and t-shirts are two types of,jeanss,t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 moths and dragonflies are two types of,moths,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[673, 5085]"
 moths and fleas are two types of,moths,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", skateboards and motorcycles are two types of,skateboards,motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 moths and hornets are two types of,moths,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", vice presidents and congresswomen are two types of,vice presidents,congresswomen,politician,"['elected', 'politicians']","[10544, 13557]"
 gnats and flies are two types of,gnats,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", sweatshirts and shirts are two types of,sweatshirts,shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 gnats and ants are two types of,gnats,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", subways and cars are two types of,subways,cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 gnats and spiders are two types of,gnats,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", skateboards and ships are two types of,skateboards,ships,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 gnats and bees are two types of,gnats,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", huts and apartments are two types of,huts,apartments,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 gnats and mosquitoes are two types of,gnats,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", violins and horns are two types of,violins,horns,instrument,"['musical', 'instruments']","[12256, 13225]"
 gnats and beetles are two types of,gnats,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[673, 5085]"
 gnats and ladybugs are two types of,gnats,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", turtles and hamsters are two types of,turtles,hamsters,animal,['animals'],[5074]
 gnats and grasshoppers are two types of,gnats,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pines and birches are two types of,pines,birches,tree,['trees'],[7139]
 gnats and butterflies are two types of,gnats,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", dormitories and shacks are two types of,dormitories,shacks,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 gnats and wasps are two types of,gnats,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", eagles and bluebirds are two types of,eagles,bluebirds,bird,"['birds', 'bird']","[11260, 12621]"
 gnats and moths are two types of,gnats,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", gemstones and garnets are two types of,gemstones,garnets,gem,"['gem', 'gems']","[16915, 42776]"
 gnats and cockroaches are two types of,gnats,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cabs and mopeds are two types of,cabs,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 gnats and caterpillars are two types of,gnats,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", garnets and sapphires are two types of,garnets,sapphires,gem,"['gem', 'gems']","[16915, 42776]"
 gnats and centipedes are two types of,gnats,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", couches and ottomen are two types of,couches,ottomen,furniture,['furniture'],[17076]
 gnats and crickets are two types of,gnats,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", drug use and drunk driving are two types of,drug use,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"
 gnats and praying mantis are two types of,gnats,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", colonels and sergeants are two types of,colonels,sergeants,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 gnats and dragonflies are two types of,gnats,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", janitors and businesswomen are two types of,janitors,businesswomen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 gnats and fleas are two types of,gnats,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", irides and carnations are two types of,irides,carnations,flower,"['flowers', 'flowering']","[12405, 37958]"
 gnats and hornets are two types of,gnats,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", hammers and pliers are two types of,hammers,pliers,tool,['tools'],[5657]
 cockroaches and flies are two types of,cockroaches,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pineapples and grapes are two types of,pineapples,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 cockroaches and ants are two types of,cockroaches,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cymbals and keyboards are two types of,cymbals,keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
 cockroaches and spiders are two types of,cockroaches,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", raspberries and apples are two types of,raspberries,apples,fruit,"['fruits', 'fruit']","[18098, 9279]"
 cockroaches and bees are two types of,cockroaches,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", minivans and trucks are two types of,minivans,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 cockroaches and mosquitoes are two types of,cockroaches,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", South africa and Australia are two types of,South africa,Australia,country,"['countries', 'country']","[4343, 2586]"
 cockroaches and beetles are two types of,cockroaches,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", igloos and mansions are two types of,igloos,mansions,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 cockroaches and ladybugs are two types of,cockroaches,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", turquoises and quartzs are two types of,turquoises,quartzs,gem,"['gem', 'gems']","[16915, 42776]"
 cockroaches and grasshoppers are two types of,cockroaches,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", topazs and emeralds are two types of,topazs,emeralds,gem,"['gem', 'gems']","[16915, 42776]"
 cockroaches and butterflies are two types of,cockroaches,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", wrenches and pliers are two types of,wrenches,pliers,tool,['tools'],[5657]
 cockroaches and wasps are two types of,cockroaches,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", wrenches and saws are two types of,wrenches,saws,tool,['tools'],[5657]
 cockroaches and moths are two types of,cockroaches,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", badminton and field hockey are two types of,badminton,field hockey,sport,['sports'],[9001]
 cockroaches and gnats are two types of,cockroaches,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", brass knuckles and handguns are two types of,brass knuckles,handguns,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 cockroaches and caterpillars are two types of,cockroaches,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", flip flops and moccasins are two types of,flip flops,moccasins,footwear,['footwear'],[3174]
 cockroaches and centipedes are two types of,cockroaches,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", guppy and angelfish are two types of,guppy,angelfish,fish,"['fish', 'fishes']","[6773, 49720]"
 cockroaches and crickets are two types of,cockroaches,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", vandalism and drunk driving are two types of,vandalism,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"
 cockroaches and praying mantis are two types of,cockroaches,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", tigers and giraffes are two types of,tigers,giraffes,animal,['animals'],[5074]
 cockroaches and dragonflies are two types of,cockroaches,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", underwears and sweatshirts are two types of,underwears,sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 cockroaches and fleas are two types of,cockroaches,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", racquetball and polo are two types of,racquetball,polo,sport,['sports'],[9001]
 cockroaches and hornets are two types of,cockroaches,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", igloos and townhouses are two types of,igloos,townhouses,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 caterpillars and flies are two types of,caterpillars,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", woodpeckers and chickens are two types of,woodpeckers,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 caterpillars and ants are two types of,caterpillars,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", sapphires and diamonds are two types of,sapphires,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 caterpillars and spiders are two types of,caterpillars,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", mahi mahi and trout are two types of,mahi mahi,trout,fish,"['fish', 'fishes']","[6773, 49720]"
